498|Been with sp for 3 years no problems in October they changed their on line software and my economy 7  which is 2 on my meter and day rate is 1 on my meter have been reversed. So now all my cheap readings are charged  at the higher rate. I have complained called 10 times spent 4 hours now on the phone and still nothing. They say they know why it's happened but won't change this. Still only 2 weeks to go and then onto the ombudsman. Wonder if that will work
499|SCOTTISH POWER? NAMED AND SHAMED I converted my electricity and gas on 13/10/2013 to meters with the intention of renting out my house. About 20 million hours on the telephone to them later, asking for a refund of the balance. I got precisely GBP3 paid into my bank account last week. It simply defies belief. Apparently i have to go to the ombudsman to get what i am due for all my over-payments? I already contacted our SNP MP Mike Weir as i was simply disgusted and ashamed that this company prefixes their title with the word SCOTTISH. He has made a complaint to them on my behalf, seriously? A GBP3 refund? My account which i cannot display or copy shows that i am over GBP700 in credit...lolololo
500|Switched from this company a couple of months ago. They were apparently slow passing details to new supplier. I have had two final bills saying I was in credit in excess of GBP100 but no refund. Tried contacting Customer Services and on four seperate occasions have been put on hold for more than 20 minutes without getting through to anyone. Would not recommend this company, even in the bad bunch we currently have in the uk!!!
501|I have been with SP for about 5 years. This year they became more expensive than anyone else in Scotland. I have switched to OVO. As a punishment SP is withholding more than 300 (!!!) pounds overpayment. Well, SP I will take you to court if I have to, this is beyond any joke.I am waiting for the phone to be answered for about 55 minutes now and no sign of a single assistant. Nice one!Do yourself a favour and stay clear and wide away from this dreadful company!Update. They have answered the phone after 57 minutes and a very helpful lady assisted me. That was however the quality of the person, not the company`s...
502|Agree with other reviewers, have been with SCOTTISH POWER several years but now cannot get online to give readings or access my account, on hold 3 times for approx 1 hour, tried their complaints phone number and constantly engaged - no doubt by other angry customers, I would recommend that you DO NOT use this company, cannot wait to switch.unfortunately cannot give MINUS 5 stars for their telephone support.
503|I emailed them over 2 weeks ago to ask them to refund the GBP900 they had accumulated via direct debt and to change tariff, despite their 5 day reply policy, still no reply! Called them today on the existing customer line no-one answered for an hour and then i was cut off.  Yet on their new customer line they answered straight away surprisingly!  yet of course they can't help.  I was then given a number to call that would be answered straight away - this went through to security who put me through to a line that was too busy so I needed to call back!  Called the new customer line again to be put through again to a line that was too busy so I needed to call back! So well done Scottish Power you've lost yourselves a customer!
504|I haven't had any contact from Scottish Power since a letter confirming my tariff in July 2013.  Trying to access my account I was being told WRONG PASSWORD which I know is incorrect.  So rang and took option of call back.  I was subsequently call back and the assistant emailed a new temporary password.  This took about an hour to come through.  On trying temporary password it wasn't accepted, on screen message if tried three times it would be blocked. GREAT !!!!!So tried ringing 1st call holding for 20mins                 2nd call holding for 15mins                 3rd call holding for 15minsI'm now on my 4th call 25mins.ABSOLUTELY DISGUSTED - WILL BE LOOKING FOR NEW SUPPLIERG Attwood
505|It is impossible to get through on the telephone lines.  After 45 minutes on hold on numerous occasions I simply gave up and moved to another provider.Trying to get a refund of my credit is equally frustrating.  After nearly three MONTHS I am still waiting for a refund.
506|This company uses an automated system of payment. Invariably it does not work for one reason or another. If after several hours of trying I manage to speak to an operative you can guarantee the system will be down. Their online system is as bad too. They make it virtually impossible to complain to anyone. I feel like they do not want my money every time I try to pay a bill. bizarre. I am now in the process of changing to eon as I have been told although they have an automated system too it works. Fingers crossed.   
507|RENTING MY PROPERTY  POWER CHANGED METERS TO PRE PAY IN FEB LAST YEAR TO TENANTS  EVICTED THEM AFTER PROBLEMS POWER NOW WANT TO CHARGE ME TO CHANGE THEM BACKJ AS HOUSE IS SOLD OR CHARGE THE NEW COUPLE THE BILL FOR NOT HAVING PRE PAY,.  ARE THEY MAD? I NEVER AUTHORISED THIS CHANGE NOW TODAY IS MY 9TH CALL ALL AT MY EXPENSE AND THE REPLY IS THE SAME THE YOUNG COUPLE EITHER PAY GBP150 SECURITY DEPOSIT OR GBP150 TO GET THEM OUT I HOOPE COUPLE SWITCH TO ANOTHER PROVIDER I ASKED TO GO AHEAD AND ALL IM GETTING NOW IS EXCUSES WAITING ON CALL BACK NOW LIKE PROMISED  RUBBISH SERVICE RUBBISH CALL CENTRE RUBBISH PROVIDER DO NOT GO NEAR!!!!!!!!!!!!!!
508|absolutely appalling customer service, if they don't like your complaint after you have waited an hour for the phone to be answered they just hang up on you! and watch your account funny how extra charges seem to appear without you noticing? best thing that could happen to this company is for them to close and do everyone a favour! cannot find anything good about them.
509|Having been on a fixed rate plan and been overcharged constantly (which SP won't adjust but will refund you when you hit GBP500 of credit on your account) I applied to move my account to E-ON. SP seem to have dragged their feet over the transfer and surprise, surprise my unit rate has doubled, dropping my GBP430 of credit down to GBP200. Incidentally the new supplier's unit rate is still 2/3 of the new unit price of SP, so it's not as though it's market rate they're charging, it's designed to fleece those coming out of fixed rate deals. I'll certainly never use them again.
510|After moving into my new property in August i still havent managed to pay scottish power anything. I have only managed to get to speak to them twice, first time she set up a direct debit to go out the 15th of every month and would set my online account up, the 15th came and nothing got took out, rang my bank and asked them and got told they hadnt received anything off them to set one up, tried to log-in online and couldnt get on, clicked at least 7 times for them to re-send me a password and im still waiting for an e-mail with it on!! Tried to contact them again i was on the phone for 2 hours before someone even answered me, then i got put on hold for another 20 mins then got the phone put down on me!! This company is absolutely diaboligcal and the customer service is non-existant. Actually thinking of lending money off my parents to pay them what i owe and switch to another suppplier!! Avoid these like the plague!!!!!!!!!!!!!!!!
511|forget this supplier if you want any sort of service. reported to them my economy 7 meter was faulty. several hours slow a problem I could have abused but no being a honest person I phoned them got an appointment waited all day for them no one arrived to change meter. next day phoned again same as before no one arrived. now waiting for them to contact me lol.  just forget this company!!!!!! also tried to increase my direct debits to them on phone told this was all set up but two payments later I am still paying the old amount. phone them that's a joke don't try it unless you can wait for 28 mins and up to 1hour 12 mins I HAVE GIVEN UP...
512|Took out boiler insurance with them in feb 13. Paid GBP17 a month, and booked a boiler service for the 7th October 13. They didn't show up after taking a day off work. I called to cancel as they have not been in contact, to be told I can have a refund of 8 months at GBP17. I have called 9 times to get my money back. Still waiting today 31st December 2013. I have today contacted Watchdog. I had the courtesy to call them and let them know of my intentions. They weren't bothered! Avoid avoid avoid. You can do better.
513|Like everyone else, Scottish Power's customer service is shockingly bad.  I have been on hold for 47 minutes and I still have the phone to my ear while I write this.  My call was answered after 22 minutes but the chap said he couldn't get my details on his screen so he was transferring me as a priority to another section, I wouldn't be kept waiting a long time. That was 25 minutes ago!  I'm going to look into what it will cost me to switch to another supplier.  I was with SSE (Atlantic)before and they had superb customer service, worth paying a little more me thinks to have the good service. As soon as I can I am off from this company
514|"to hike up their prices through the roof come renewal time, run a web-site that makes it literally impossible to find out what the best deal is and if you are getting it, not respond to emails, and then.... when you switch to another supplier, pester you with emails and 'phone calls (including evenings and weekends even if you are on the TPS) offering you a ""better deal"" (better than what exactly - their website prices? The old deal? The other supplier? Never got and answer to those sorts of questions either). Obviously, they are all gits, but surely the special biscuit must go to them? When, for the love of man, will the government and regulator get a grip of this awful industry and make them perform to a minimum standard of transparency and decency in exchange for their eye watering profits?"
515|I have been a new customer for full energy (fixed rate) for six months.During this period I have contacted customer services 7 times by email, though promised response within 5 days, none addressing my concerns, even if they did reply (well over 5 days). Having attempted with hours of telephone time for contact, I have only got through twice, after a wait of at least 20 minutes (have waited longer with no human contact).On the first occasion they promised to phone me back, no call received, on the second time they did not even attempt to address my concerns, told me to refer to site, where the problem error related.The almost NON Existent customer service is appalling; along with Scottish Power's awful online account system, which always has errors. More annoying is that on every concern, you have to again give meter readings, even though I have provided 5 in two weeks.As soon as my fixed rate cost energy expires (Sept 2014), I am off from this awful company. They have no regard for any personal concern, a could not care less attitude.BIG MISTAKE joining this company. Previous experience with Southern Electric, their customer support is brilliant, any problems sorted almost immediate. I shall RETURN to SE.Even at extra cost.My advice is steer clear of Scottish Power, they are the worst people to deal with, and human contact will take you hours at least.SCOTTISH POWER are a DISGRACE!
516|Like all the other reviews before I have had severe problems getting through to a human being at this Company. No wonder Utility Companies are hated so much in this Country. The worst bit is waiting for 30 minutes and then getting cut off which seems to happen to everyone else all the time as well. All I want is a refund of my money as I am nearly 4 months in credit due to letting them set the monthly payments. I have an ingenious idea to stop this happening in future and that is to impose fines to all Power Companies when they don't answer phones. Say for instance, they were fined GBP1 for every minute you have to hang on the line waiting to be answered by a Human. They would sharp answer the phone then wouldn't they??  This would kill two birds and  help  the Government reach their efficiency money targets as well!!
517|Too many examples of poor service to list here but to name but a few...3 years to spell my name correctly. Over an hour to answer a call, in fact worse, answer immediately and put you immediately on hold so it costs you money. Handled my home move in the worse possible way I have ever experienced. 
518|Moved to cheaper Scottish power only to find how shocking customer service is! only stayed 10 months and moved back to my previous supplier. its now 4 months on and i have a final demand to pay them GBP175, but still dont have a detailed bill despite two letters asking for it and they have final readings. if i could give them a zero star i would!
519|Gradually over a two year period my direct debits were increased by double. Four weeks ago I requested a refund of GBP100 having a credit of over GBP200. I did this online. I had  returned messages back which made no sense followed by an email which stated a refund would be actioned. After various chasing communications online nothing received. Calls had a wait time of 1 1/2 hours. My most recent bill showed a charge of GBP100 which therefore made my credit reduce as it showed as a debit. Around this time we decided to switch to another supplier as we could get a monthly reduction of half. I eventually got through on the phone to find out what the debit was for. I was told it was their error they had entered wrongly and should of been my refund. I was told someone would ring me back to tell me when I would receive my refund that day. No one called me........ Following day I phoned again to be told as I was switching they could not deal with yet and it would be sorted at the point of switch I just know I will be ringing again to get my money back and fighting their error. Don't touch scottish power, customer service is appalling and they keep your money. If I treated customers this way in my job we would be closed down how do they get away with it?? Ombudsman and sunday times next course of action I think
520|Switched to Scottish Power in November 2012 on their fixed price online tariff until March 2014. I did have my reservations after reading reviews online but then to be honest all the energy firms had equally bad press and reviews. I have to say from a customer point of view that I have had no problems with them at all since switching over. I manage everything online and every 3 months give my meter reading either online or if that's not possible, due to them updating the website, then I call them. I have only had to call once and got straight through to customer services with no problem. The agent I dealt with was very polite and friendly and cannot fault the service I received at that time. My bills have been spot on and very reasonably priced considering I live in a rural area and only have electric in my property. So to sum up Scottish Power I would say that if you manage your account properly and give accurate meter readings when you should then I don't see you having a problem, I hope that they are able to offer me another good deal come March if not then I will shop around like any other person for the best price. I'm not giving 5 stars as for that I believe a company needs to be exceptional which these days is few an far between!
521|Absolutely shocking customer service I have repeatedly tried to get hold of Scottish Power since 22 October, requested call backs, sent emails, held for over 30 mins (nearer the hour) on numerous occasions just to be cut off when I finally get through!  Absolutely shocking, shall be contacting the Ombudsmen again once I hit the 8 week mark and would urge anyone else with complaints over 8 weeks to do the same.  
522|I joined Scottish Power about 5 years ago when there service was quite good. But lately I have found it impossible to contact them, I have spent 3 weeks trying to get through by phone, you get an automated message saying there is up to a 30 minute wait, at which point you get cut off! If you are given the chance to wait you will get cut off 10 - 15 minutes into the wait, or you receive another automated message saying please try later or contact us by email, then you are cut off again.So I sent them an email and got an automated response to say they would contact me within 5 days which they didn't! I have now sent 2 emails to there complaints department and received 2 automated responses saying that they will contact me with 5 days which of course they haven't!!! Oh and to top it all there call back service where you could enter your phone number and someone would call you back also no longer works.This company has gone from quite good to totally useless!!! I would give them zero out if ten for customer service, they give the impression they have turned the lights off and all gone home!When my current fix price deal comes to an end I am off!!! They can stick it where they sun doesn't shin! I will not stay with Scottish power no matter what deal they offer!
523|A company that scores 5 at taking your money. if you ever have a problem that requires you to make contact then heaven help you. expect to wait 30 mintes before your call is answered and then they try to fob you off to another department. Absolutely disgraceful. also show 0845 number on bill as opposed to free phone number which is also available.DO NOT JOIN!! 
524|Notified Scottish Power of moving house on the 26th November 2013, providing a final meter reading.was informed the account would be closed and a final bill based on the reading sent to my new address.As of the 2nd December 2013 I had heard nothing and called back. The staff claimed there was no record of the earlier call and relogged it.As of the 9th December 2013 I called again to chase and was told there was no record of the earlier 2 calls and the staff member was rude, pretending they couldnt hear me the minute I said I wanted to be transfered to complaints.I called back AGAIN and spoke to someone else, who was friendly but seemed cluless as to how to rectify and simply recorded a disatisfied service account. How difficult is it to generate a final bill and either take a card payment over the phone or send out a final invoice letter?DO NOT USE SCOTTISH POWER IF YOU PLACE ANY VALUE ON YOUR TIME.I've had to say 'good' in value for money is this is one area they did get right.
525|Just joined them recently. My account still isn't set properly despite them telling me that I can now view it online. Long waiting on telephone, I gave up in end. When you tell them online to ring back at a selected time they dont do that either. I am thinking after less than 4 days to leave them they can sod off for my paying a fee to leave
526|I must be dealing with a different power company as my experience over a number of years is totally in conflict with the general thrust of other contributors. For example I had two conversations with customer service this morning. Longest wait time on the phone before a human answered was 8 mins 15 sec (I have a timer on my phone). All my questions were answered without any trauma. Online system works well for me. Any changes to my DD up or down are done in consultation with customer service. I have Solar energy so my DD can vary subject to my power input from the panels especially in the summer months. I have therefore made a number of changes to DD without any issues. Currently coming to the end of my 3 fixed price deal and therefore looking around, although SP has an advantage on customer service for me that makes me hesitant to change to another supplier. Reading some of the other power companies reviews makes me concerned about switching? 
527|Scottish Power will increase your direct debit at random using your highest energy consumption to calculate the monthly debit. That debit does not reduce to reflect periods of lower consumption such as in the summer, the higher charge continues throughout the year which effectively means you are being overcharged and they are using your money to fund their business. This is sharp practice and should be addressed by Ofgem accordingly.k.lvml
528|I closed my Scottish Power account over 2 months ago due to moving out of rented accommodation. I gave accurate meter readings on the day of moving out and issued them to SP who acknowledged receipt. I then received a final bill online, based on estimated amounts. I contacted SP via email to ask for a full refund of my credit balance and to check that they had received my final meter readings. After no response I emailed and called again to be told that this had been sent out to me in the post. It didn't arrive so I called again. And again. Each time I was told something different. They said a) it had been sent as a cheque b) it had been sent via BACs to my account c) it would be sent via cheque/BACs within 10 working days. I received an amount of GBP5.66 compensation into my account but no full refund. I have had to call again twice this week to be told they will look into it and call me back within 10 working days. I just want my money back. It is almost impossible to get through on the phones, I have been hung up on twice, and each member of customer service told me a different thing each time. I will NEVER open an account with Scottish Power again. Avoid like the plague!
529|The only reason I give them 2 stars is the price was good but they are impossible to contact. Emails are not answered as stated within the five working day period and I guess if you waited five days on the phone they still would not pick up. I have waited for over twenty minutes a number of times and when they did pick up I was cut off immediately. Wouldn't recommend them if they were half the price.
530|I went on a 'fixed' plan with Scottish Power that has now (thankfully) expired in Oct '13. Afte the cooling off period we have had nothing but aggrovation, frustration and bad mannerisms! I had to contact the at least once a month, and wait a MINIMUM of 15 minutes to be answered! And as their number is 08, now my phone bill will go down too! I waited on the phone to them before for 3 hours! And even then they hung up on me! I was clearly not amused!! They kept on taking various ammounts out of my bank account (despite the so called fixed plan!) when i reminded them that this action was indeed illegal without my consent they couldnt care and fobbed me off with all sorts of excuses! Their staff were (throughout the year) rude, arrogant and a general lack of empathy (especially after the waiting in a queue for ages!) for the customers! They clearly need to train up their staff in how to be polite! I have got nothing positive to say about Scottish Power what so ever apart from how on earth they have a business?! Their company is a disgrace and appauling and I can only advise that you steer clear of them! Clearly from what I have read from other reviews online, I'm not alone, not only in my opinion but also the service to which we have been in reciept of! I have had to raise a formal complaint now as i'm fed up of this behaviour from a company! I checked my account with them this morning and they said i owed them GBP80..... erm I dont think so Scottish Power becuase I actually check my account online and i'm in credit, so probably wont get a response regarding the complaint or the money! Goodbye Scottish Power!!
531|cannot give any stars to Scottish power.  Tried to contact them  umpteen times  - no joy.  The previous reviewer is absolutely 100% correct.  If you value your sanity please do not go anywhere near this company.  Keep well away!!
532|THREE WEEKS TRYING TO GET SOME ONE TO ANSWER THE PHONE.ALL THEIR PHONES ARE ANSWERED BY MACHINES. YOU CANT GET PAST THE MACHINE. IF THE MACHINES WERE IN CHARGE MAYBE YOU COULD GET SOME SERVICE.TIME TO TRANSFER TOANOTHER  COMPANY. HEY HO AWAY WE GO.WHAT DO I LIKE ABOUT THEM NOTHING AND LESS THAN THAT.
533|"Having Contacted the Scottish Power customer services department to alert them that i was no longer to be the main account holder and change the bank details so as the DD could be taken from the correct bank account n MAY2013 it is now November and i am still being debited for the account! Despite every month when the DD is deducted we phone ""Customer Service"" and routinely are told that it has been changed, evidently not!  after Octobers call to ""Customer Services"" they acknowledged their mistake and even reimbursed us for the amount they had take (over GBP200 in credit on the account). Much to my dismay again November rolls around and out comes the DD for an amount that they have also Doubled since August. They said this was as we were out of the summer they assume we would use more fuel. This is wrong as they calculated our usage over three months Dec 12-Feb 13 due to another error on their part, (apparently in one month a single bedroom flat had used over GBP1000 of gas and electric, Not even possible)   Having spent the past three days trying to get through to Scottish Power (2 call backs never happened might i add) i eventually got through and was told that the customer care line that they were trying to connect me with was too busy. and they would phone back within 24 hours,as im now within that final 23hr and 30 minutes im guessing this isnt going to happen. So having taken a day off work to sort this im going to be left out of pocket from them and from my work.Needless to say i am absolutely seething with this company. But at the end of the day nothing will be done in any sort of good time to rectify the situation and even complaining to the ombudsman will take an eternity to resolve the issue. think ill just close my bank account.hope this helps"
534|Took out boiler cover and was told my boiler passed the inspection. Had a fault, and called out Scottish power. after numerous call outs, we were told nothing but lies. The story changed each time the engineer visited who spent on average 5 minutes looking at the problem each time. After 6 weeks without hot water I called and made an official complaint and was told that our boiler failed its inspection and we were not covered. They were taking my monthly payments quite happily! I cancelled immediately and was told I would have to wait 6 weeks for my money back. Guess what, I just checked my account and they have taken another payment! No customer service, rude staff. Am about to cancel my gas and electric with them too.
535|What a joke this company is.  Customer Service is totally non-existent there.  They don't answer their phones at all. They don't answer emails.  Everything is handled by the electronic robots.  Unfortunately the robots can't read, so no message is actually answered. Because of this system they issue all kinds of threats if you don't agree with their way of doing busines   We,the paying customers are not getting any sort of service at all.  The whole thing stinks, to put it mildly.  I wonder what percentage of MY contribution to their coffers is allocated to customer service.  I would guess nothing at all. Even though no-one ever actually answers the phone, they still have the audacity to keep you on hold for hours on end if you have the stamina. The robot occasionally intervenes and gives out numbere to call, but they fail to tell you that they will NOT answer anyway. MAYBE THEY ARE MAKING MONEY FROM THEIR TELEPHONE PROVIDERThe robots appear to have been in control of essential services for several weeks now.  How can this be right.  Steer clear of Scottish Power and their lack of ethics, or, like me and hundreds of others you will regret it, and probably never be able to escape them, simply because the robots can't read or answer questions.  The whole thing is an absolute shambles and I will be doing my best to escape their clutches asap. SCOTTISH POWER YOU ARE SHAMEFUL
536|over 5 hours spent on the phone trying to get them to change my direct debit after they just changed it lower for no reason. 4 emails nothing back. promised a call back 6 times - they have never called back -avoid at all costs this company
537|My boiler has broke down 4 weeks now. I've contacted Scottish Power several timesThey have been sending the same engineer outwho doesn't have a clue. Absolutely appalling service. 
538|Avoid at all cost. No customer service, no replies to my emails . Been on the phone for 40 mins waiting to speak to a human.
539|I needed to speak to them because my economy 7 times were all wrong and after holding for 30 minutes I rang back twice each time holding for another 20 minutes.  I eventually switched to another supplier on line while I was holding.  They never did answer so I have sent them an email expressing my disgust.
540|I was switched over to Scottish Power a week ago (Nov 6th) and logged into MyAccount for the first time to find my first direct debit due 30/01/14 - nearly 3 months away !!I tried to email SP with several switchover questions i had using their email service - after having written a lengthy email and pressing their submit button i got an error message -  therefore unable to email i tried their call centre 0800 number - the 1st time i got as far a queueing with one message 'you are moving towards the front of the queue' - held on for 5 minutes with accompanying complete silence. I hung up and called the 0800 number again, got through then 1 min silence, then one voice message 'thank you for you patience .....  ' then 30 secs of music then complete silence again for 3 minutes. I tried a third time when i did get regular messages (but no in-between music) 'thank you for your patience, an agent will be with you soon' - after 10 minutes of this i gave up.
541|Trying to contact SP by telephone to discuss my contract.  Calls either take interminably long to get to anybody or the automated message just says that they are very busy at the moment and to call back later, and the call is just disconnected.  I cannot believe that is how they treat their customers.  When this contract expires I will definitely be moving supplier regardless of whether or not it is more expensive.You have been warned, don't ignore it.
542|"Same experience as most of the other people reviewing the company. I am GBP130 in credit and moving out. All i want is my money back. Have spoken to four different people which has taken at least 2 1/2 hours and still nothing. Three callbacks promised, none received. They all say there is a problem accessing the refund page and i would need a call back. On the last call i said i did not want a call back and was happy to wait on the phone. Waited ten minutes and the adviser came back and said "" it appears you have not been billed for gas for 2 months and this will need checking"" he told me i would get a call back within the hour. Two days later and i am still waiting. Disgraceful customer service!!!!! "
543|I waited over 30 mins on the phone to stl get no answer. I sent  various emails and still had no reply. This has gone on over a month now. The phone call cost me over 6 pound. I am at the  point where i am going cancel my direct debit. Discusting
544|Have been trying to get Scottish Power to rectify a mistake they made when I moved home and change me onto the correct tariff for the past 6 months.  Every time I call I am placed on hold for 30 minutes or told they can't access my account right at the moment and that they will call me back (which they never do).  I am going to switch companies because of their customer service.
545|This company is the worst company I have ever encountered. You only need to take a look at their Facebook page to see the hundreds of disgruntled customers who can never contact them. They sent me a refund after I had overpaid an account at a previous address. Then they sent me a bill for 5p!!!After attempting to telephone them,I have given up. Been on hold on 5 occasions (without having spoken to a single person) for a minimum of one hour. I have sent countless emails (all unanswered). Use this energy supplier at your peril, as I can guarantee that in no way will you EVER be able to contact them. I think it is shameful that companies are allowed to operate like this.
546|Since reporting a fault on Friday 25 October at 09:30am to date I have been apologised to by a number of people.  It is now Monday 28 October at 09:00pm and still no repair carried out.
547|Up until 6 months ago, I was a Scottish Hydro customer for 2 years. At 1 point, some guy from Scottish Power appeared at my door offering a better deal. Stupidly, I went for it. I was told that I wouldn't have to do anything as they would do it all. They didn't and money came out my account by Scottish Hydro and I got a bank charge. I cancelled all direct debits until it got sorted out. Scottish Hydro covered my bank charge and Scottish Power sent debt collectors after me. I was done with them after that.Yesterday, I moved into my new house, and the worst luck, it's Scottish Power who are the current suppliers of gas and electricity. Both gas and electric meters are prepay. I got the gas going, but the radiators are not heating up and I put GBP10 in the electric, which accepted the GBP10, but didn't give me any electricity. I am currently on GBP1.13 emergency credit and I'm bloody freezing. Scottish Power are doing nothing to help, but are happy to accept the cash.This company are a total shambles and the incompetence by them is mind numbing. You would have to be a bit mad to even contemplate going near them.Shop around, ANY other company is definitely a step in the right direction!
548|Scottish Power know you are leaving and will send a ''sorry to loose you'' email, before your contract is up they will offer a new tariff [which they know you don't want] and will put you on their standard tariff but because you didn't tell them you don't want a new tariff they will put you on another 12 month contract they can then apply a cancellation fee. If you are lucky enough to get it back it will only be on the electric the GBP20.42 for the gas they will never return unless you want to go to the trouble of fighting it through the ombudsman. They should be investigated and prosecuted like any other criminal.
549|"The online ""support"" section of Scottish Power's website had gone down. Consequently I was forced to spend nearly three-quarter's of an hour on hold merely for the privilege of providing them with a set of final meter readings. Customer service? What a joke.  "
550|To begin with, they need to employ more people in the Scottish Power call centres so customers aren't put on hold forever before you can talk to someone!!Even though the prepayment system means you pay for what you use (essentially a payasyougo system) I ended up having a bill for around GBP70 when I moved out of my last property. I rang them up, they asked for our final meter readings. I said I gave the woman I spoke to the meter readings when we moved out but apparently she hadn't inputted them on the system. I had to ring up again when I had found the meter readings and was told they would be sending another bill through the post. As we were on the prepayment system, the woman I spoke to agreed with me that we technically shouldn't owe them anything.I received another bill yesterday saying we owe them GBP8.54. Now that is considerably less, but it says we were in credit with them (don't know how) and they charged us GBP51.51 for something. So I phoned them up yet again to find out what these charges are. After being put on hold again, the woman told me that when they have the actual meter readings they can work out how much electricity you have actually used?!I don't know if anyone else has had problems on the prepayment system but I just wouldn't recommend it at all. The customer advisers don't know what they're talking about and they either do not input meter readings you give them or input them in completely the wrong order (which has also happened to me before and they sent me a bill for over GBP100)Just steer clear!!!
551|I had been persuaded to try Scottish power by a nice sales assistant. That's where the good customer service ends!Having spent at least an hour on hold on several occasions I decided I'd had enough and sent an email stating I was going to remain with my current energy supplier. Then (oddly) Scottish power sent me a nice rejection letter some time later telling me I couldn't be a customer (no explanation given and that's fine I don't really care anyway)Anyway to cut to the chase just checked my bank account and they've decided to take around GBP130 out (For what? I'm not even their customer!!)Can't wait to spend half my day tomorrow on hold trying to get through to customer services.Please don't even consider changing to Scottish Power. 
552|I have contacted Scottish Power TWICE telling them that I know full well that they supply me with electricity to the house I moved into 2 weeks ago. On both occassions they have claimed the a different energy company (different each time) supplies us instead. We have now been told by the previous tenants and two seperate energy companies that we are indeed supplied by Scottish power, yet they still try to deny it. I am receiving electricity from someone, I just want to know who so I can sort out billing etc and not suddenly get cut off. This is a total joke and these guys should know what theyre doing since its a pretty simple procedure to check the national database and meter point numbers to confirm that they infact supply my electricty. I am extremely disappointed with this level of service and will be switching as soon as I can away from Scottish Power as I dont trust them to get it right to be honest. I also had to wait 20 minutes to speak to an operator on the phone. Overall the worst experiences I have had with a large companies in years. 
553|I have just spent the last 24 hours trying to get some information from Scottish Power - providers of both my energy services. All I wanted was information on how to move my meters approx 2 metres to a new location. Firstly a young man gave me the number of N-Power's services - when I contacted them they were as equally puzzled as to the reason why Scottish Power had given me this number as I was! After waiting over 90 minutes to have areturned call (the second in two days) I have now been given a number no longer used by National Grid to move the gas meter and another number to move the electricity meter which turns out to be AVIVA's motor insurance line!! I am absolutely frustrated!!!
554|"Like many people have discovered in this forum that trying to get hold of a ""human being"" that's works for Scottish power is like trying to get an audience with the Pope!My wife and I moved into our new house March last year and are we are still awaiting the boiler's first annual check. After many unsuccessful phone calls of listening to an automated message saying ""your call is important to us"" I eventually got through only to discover that my property wasn't actually on their filing system and the file may have been deleted or not transferred to their ""new system"" which was extremely convenient. The operator said they would have to look into the file and get my boiler registered with the boiler department and would give me a call back... Still waiting for that call and that was over a month ago and I don't think I have the strength to wait in a queue and then explain the situation to yet another person only to be fobbed off again.Once I have the boiler serviced I'm seriously thinking about leaving Scottish power... Please wish me luck! "
555|"Have been ONLINE FIXED PRICE ENERGY with Scottish Power for 1 year this month. I cannot wait to change due to extremely poor communication and customer service and no integrity or ethics when it comes to direct debit charges and refunds.THE FACTS:Claiming my usage was higher than expected they have more than doubled my monthly direct debit (without prior authorisation) from GBP59 to GBP141 which resulted in an overcharge for consumption and them owing me GBP374.05 net as of today (10-Oct-2013). My experience so far:(1) They claim to review the direct debit charge every quarter but factually do not.The direct debit increase happened over 6 months ago and has not been reviewed since.(2) They did not refund my credit balance as discussed and agreed over the phone. The consultant was very resistant to my request for a refund and tried to talk me out of reducing my direct debit. I now know he lied to me about refunding me within 10 days. I am still waiting.(3) They offer an online option to reduce your direct debit payments but charge of c.GBP15+ for doing so. Is this even legal?(4) Their customer service phone service takes you through the usual labyrinth before suddenly cutting off without warning.(5) They did not reply to any of my follow-up emails (except the usual automated responses)When i shared my experience with a work colleague, she revealed her elderly father's credit balance with Scottish Power had risen in excess of GBP1,000 and her sister was facing a similar experience chasing the refund.My view of Scottish Power is they use customers Direct Debit agreements as licence to help themselves to free cash advances through over-charging, justifying the practice with their ""variable direct debit"" clause.AVOID."
556|After being with SP for 8 years I followed government advice and switched suppliers to save money.  Final bill from SP included GBP5O cancellation fee which I was not aware of and wrote to them enclosing cheque for the gas and electric used but stating in my accompanying letter that I disputed this penalty payment.  No reply to my letter just a final demand with no reference to my letter. I will take this up with the Energy Ombudsman. Would never deal with SP again
557|My Direct Debit kept going up although my balance was in credit.  Rude customer service advisor told me I had to pay the required Direct Debit amount they had set as it was based on my consumption.  After taking another meter reading I am now more in credit so doubt my consumption is to blame for my high Direct Debit Payment.  Now going elsewhere - not happy!
558|I have a online account, and haven't been able to access it for the last 2 months, 4 phone calls later and still no joy, even though I was told in each phone call that it would be, the last phone call was supposedly logged as a complaint and was told they'd ring me back within 5 days and guess what...........you got it no contact whatsoever......now fed up with the poor service for the privilege taking 80 quid each from my bank account.....now changed suppliers.
